question_id,hallucination_id,model,injection_type,original_value,injected_value,detected,reason,confidence,total_flags_by_skeptic,total_claims_reviewed
FB_106_EB0A9203,FB_106_EB0A9203_H2,Gemini 2.5 Flash,dollar_amount,$2 million,$1 million,True,"Given the reported dividend per share of $0.01 for both FY2021 and FY2022, a total dividend of $1 million in FY2022 implies approximately 100 million shares outstanding. This represents a 50% reduction from the implied 200 million shares outstanding in FY2021 (based on $0.01/share totaling $2 million). Such a drastic reduction in shares outstanding for a company of MGM's size in a single year is highly unusual without a major corporate event (e.g., a massive share buyback or reverse stock split) and suggests an internal inconsistency in the reported figures.",high,2,11
FB_107_B17259C6,FB_107_B17259C6_H2,Gemini 2.5 Flash,dollar_amount,$394 million,$532 million,True,"The reported year-over-year growth for Regional Operations from FY2021 ($289 million) to FY2022 ($532 million) is approximately 84%. While strong recovery is possible, an 84% increase in EBITDAR for a relatively stable segment like regional casinos is unusually high and warrants further verification, even in a post-pandemic recovery period.",medium,3,6
FB_107_B17259C6,FB_107_B17259C6_H1,Gemini 2.5 Flash,dollar_amount,$96 million,$59 million,True,"While potentially plausible in isolation, this figure contributes to an implausible 137% year-over-year growth in EBITDAR for MGM China when compared to the reported FY2022 figure of $140 million. Given the severe operational challenges in Macau during FY2022, this growth trend is highly questionable.",high,3,6
FB_108_8E72B311,FB_108_8E72B311_H2,Gemini 2.5 Flash,dollar_amount,"$1,158 million",$793 million,True,"This figure for Adjusted EBIT ($793 million) used in the calculation is inconsistent with the Adjusted EBIT for FY2022 explicitly stated earlier in the output ($1,158 million). It appears to be a hallucinated or incorrect number introduced during the calculation step.",high,2,9
FB_108_8E72B311,FB_108_8E72B311_H1,Gemini 2.5 Flash,dollar_amount,$410 million,$301 million,False,,,2,9
FB_109_F3781DA6,FB_109_F3781DA6_H2,Gemini 2.5 Flash,dollar_amount,"$6,324 million","$4,868 million",False,,,1,6
FB_109_F3781DA6,FB_109_F3781DA6_H1,Gemini 2.5 Flash,dollar_amount,$251 million,$210 million,False,,,1,6
FB_110_74F7847F,FB_110_74F7847F_H2,Gemini 2.5 Flash,dollar_amount,"$1,500 million","$1,210 million",True,"This figure for total short-term investments directly contradicts the 'SUPPORTING DATA' section, which states 'Total short-term investments: $1,500 million' for the exact same date (June 30, 2023).",high,4,16
FB_110_74F7847F,FB_110_74F7847F_H1,Gemini 2.5 Flash,dollar_amount,$900 million,$730 million,True,"This figure for U.S. Treasury Bills directly contradicts the 'SUPPORTING DATA' section, which states 'U.S. Treasury Bills: $900 million' for the exact same date (June 30, 2023).",high,4,16
FB_111_A4B199F5,FB_111_A4B199F5_H3,Gemini 2.5 Flash,dollar_amount,"$24,060 million","$15,037 million",True,"This figure, when compared to Microsoft's reported total revenue for FY2016 (approximately $85 billion), implies an exceptionally high gross margin of over 82%. While Microsoft generally has high margins, this level is unusually high for a company with significant hardware (Xbox, Surface) and cloud infrastructure (Azure) costs, suggesting it might be an underestimation or incorrect.",high,3,3
FB_111_A4B199F5,FB_111_A4B199F5_H2,Gemini 2.5 Flash,dollar_amount,"$23,198 million","$19,557 million",True,"This figure, in conjunction with the FY2014 and FY2016 figures, forms a trend of very steep year-over-year declines (approximately 31% from FY2014 to FY2015, and 23% from FY2015 to FY2016). While divestitures (like Nokia's hardware business) could impact COGS, such a consistent and sharp reduction over two years is highly unusual for a company of Microsoft's scale without a major, explicit, and well-documented strategic shift that would drastically reduce their cost base relative to revenue.",high,3,3
FB_111_A4B199F5,FB_111_A4B199F5_H1,Gemini 2.5 Flash,dollar_amount,"$23,674 million","$28,477 million",True,"While this figure is higher, the subsequent sharp declines to $19,557 million and then $15,037 million are the primary concern. The overall trend of COGS being nearly halved in two years (from $28.4 billion to $15 billion) is highly unusual for a company of Microsoft's scale without a massive, explicit, and well-documented strategic shift that would drastically reduce their cost base relative to revenue. This trend suggests potential inaccuracy in the reported figures.",high,3,3
FB_112_2DC55A31,FB_112_2DC55A31_H2,Gemini 2.5 Flash,dollar_amount,"$51,000 million","$41,918 million",False,,,6,8
FB_112_2DC55A31,FB_112_2DC55A31_H1,Gemini 2.5 Flash,dollar_amount,"$48,000 million","$28,845 million",False,,,6,8
FB_113_30E7F266,FB_113_30E7F266_H2,Gemini 2.5 Flash,large_number,"13,500","17,859",True,"This revenue figure is implausibly high for Netflix in FY2015. Netflix's actual revenue in 2015 was significantly lower (around $6.78 billion). Additionally, this figure contradicts the 'Total Revenue: USD 13,500 million' stated later in the supporting data.",high,4,7
FB_113_30E7F266,FB_113_30E7F266_H1,Gemini 2.5 Flash,large_number,"1,200",906,False,,,4,7
FB_114_ACC06CE8,FB_114_ACC06CE8_H2,Gemini 2.5 Flash,dollar_amount,"$4,052 million","$2,742 million",False,,,0,3
FB_114_ACC06CE8,FB_114_ACC06CE8_H1,Gemini 2.5 Flash,dollar_amount,"$2,474 million","$3,253 million",False,,,0,3
FB_115_AE55E4C4,FB_115_AE55E4C4_H3,Gemini 2.5 Flash,dollar_amount,"$12,199 million","$9,070 million",True,"This numerator is used in the FY2016 COGS % calculation but does not match the explicitly stated FY2016 COGS of $9,070 million. This is a clear internal inconsistency.",high,6,13
FB_115_AE55E4C4,FB_115_AE55E4C4_H2,Gemini 2.5 Flash,large_number,"32,376","21,769",True,"This numerator is used in the FY2016 COGS % calculation but does not match the explicitly stated FY2016 COGS of $9,070 million. This is a clear internal inconsistency.",high,6,13
FB_115_AE55E4C4,FB_115_AE55E4C4_H1,Gemini 2.5 Flash,percentage,37.7%,47.3%,True,"This result is incorrect. If calculated using the numbers provided in the calculation (12,199 / 21,769), the result is approximately 56.0%. If calculated using the stated FY2016 COGS ($9,070 million) and Revenue ($32,376 million), the result is approximately 28.0%. The figure 37.7% is inconsistent with all provided data.",high,6,13
FB_116_1C09CCA7,FB_116_1C09CCA7_H3,Gemini 2.5 Flash,dollar_amount,"$7,883 million","$5,544 million",True,"When compared to FY2018's reported $9,099 million, this represents an approximate 39.1% decrease in total current assets year-over-year. While not as extreme as the prior year's reported increase, a nearly 40% drop for a stable company like Nike is still very significant and, especially in conjunction with the preceding year's massive increase, raises strong suspicion about the accuracy of the figures.",medium,2,3
FB_116_1C09CCA7,FB_116_1C09CCA7_H2,Gemini 2.5 Flash,dollar_amount,"$7,477 million","$9,099 million",True,"When compared to FY2017's reported $4,680 million, this represents an approximate 94.4% increase in total current assets year-over-year. Such a massive, nearly doubling, increase for a large, stable company like Nike is highly unusual and suggests potential data inaccuracy or hallucination.",high,2,3
FB_116_1C09CCA7,FB_116_1C09CCA7_H1,Gemini 2.5 Flash,dollar_amount,"$6,704 million","$4,680 million",False,,,2,3
FB_117_C880E731,FB_117_C880E731_H3,Gemini 2.5 Flash,dollar_amount,"$5,200 million","$6,037 million",True,"This figure, presented as an inventory value for FY2021, directly contradicts the 'Inventory at the end of FY2021: $5,200 million' stated earlier in the researcher's output. This indicates a likely hallucination or fabrication.",high,4,7
FB_117_C880E731,FB_117_C880E731_H2,Gemini 2.5 Flash,dollar_amount,"$4,951.50 million","$6,546.86 million",True,"The calculation ($4,703 million + $6,037 million) / 2 actually equals $5,370 million, not $6,546.86 million. This is a mathematical error.",high,4,7
FB_117_C880E731,FB_117_C880E731_H1,Gemini 2.5 Flash,dollar_amount,"$4,951.50 million","$3,274.29 million",True,"This figure for Average Inventory used in the final ratio calculation contradicts the 'Average Inventory for FY2021: ... = $6,546.86 million' calculated in the preceding step. This is an internal inconsistency and indicates a likely hallucination.",high,4,7
FB_118_8B6021A4,FB_118_8B6021A4_H3,Gemini 2.5 Flash,large_number,"1,112",739,False,,,1,10
FB_118_8B6021A4,FB_118_8B6021A4_H2,Gemini 2.5 Flash,dollar_amount,"$5,752 million","$7,663 million",False,,,1,10
FB_118_8B6021A4,FB_118_8B6021A4_H1,Gemini 2.5 Flash,dollar_amount,"$5,066 million","$4,216 million",True,"This figure for FY2023 Cash Flows from Operating Activities ($4,216 million) directly contradicts the primary metric provided earlier in the output for the same period and activity, which states $5,066 million. This is an internal inconsistency.",high,1,10
FB_119_3CD84B18,FB_119_3CD84B18_H3,Gemini 2.5 Flash,dollar_amount,"$18,407 million","$23,876 million",True,"This figure for FY2022 Current Assets is stated in the 'PRIMARY METRIC' section, but a different figure ($18,407 million) is subsequently used in the working capital calculation for the same period, creating an internal inconsistency.",high,6,10
FB_119_3CD84B18,FB_119_3CD84B18_H2,Gemini 2.5 Flash,dollar_amount,"$10,498 million","$12,740 million",True,"This figure for FY2022 Current Liabilities is stated in the 'PRIMARY METRIC' section, but a different figure ($12,740 million) is subsequently used in the working capital calculation for the same period, creating an internal inconsistency.",high,6,10
FB_119_3CD84B18,FB_119_3CD84B18_H1,Gemini 2.5 Flash,dollar_amount,"$10,226 million","$8,689 million",True,"This figure for FY2022 Current Liabilities is stated in the 'PRIMARY METRIC' section, but a different figure ($12,740 million) is subsequently used in the working capital calculation for the same period, creating an internal inconsistency.",high,6,10
FB_120_223C47BE,FB_120_223C47BE_H2,Gemini 2.5 Flash,dollar_amount,$4.2 billion,$3.2 billion,False,,,0,6
FB_120_223C47BE,FB_120_223C47BE_H1,Gemini 2.5 Flash,dollar_amount,$3.4 billion,$2.5 billion,False,,,0,6
FB_124_C0D9EB5C,FB_124_C0D9EB5C_H3,Gemini 2.5 Flash,dollar_amount,"$8,613 million","$6,616 million",True,"The calculation provided ($12,813 million - $4,200 million) results in $8,613 million, not $6,616 million. This is a direct arithmetic error.",high,9,14
FB_124_C0D9EB5C,FB_124_C0D9EB5C_H2,Gemini 2.5 Flash,dollar_amount,"$11,813 million","$15,021 million",True,"This figure for FY2022 Operating Income ($15,021 million) directly contradicts another FY2022 Operating Income figure provided in the 'SUPPORTING DATA' section ($11,813 million). This is a clear internal inconsistency.",high,9,14
FB_124_C0D9EB5C,FB_124_C0D9EB5C_H1,Gemini 2.5 Flash,dollar_amount,"$10,200 million","$6,610 million",True,"The calculation provided ($12,813 million - $4,200 million) results in $8,613 million, not $6,616 million. This is a direct arithmetic error.",high,9,14
FB_125_E7A2D24B,FB_125_E7A2D24B_H3,Gemini 2.5 Flash,percentage,23.9%,18.6%,True,"This primary answer is directly contradicted by the researcher's own subsequent calculation of 30.9% for the EBITDA margin. Furthermore, the operating income ($17,408 million) and total revenue ($55,509 million) cited in the same sentence do not mathematically lead to an 18.6% EBITDA margin (17,408 / 55,509 * 100 = 31.36%).",high,5,10
FB_125_E7A2D24B,FB_125_E7A2D24B_H2,Gemini 2.5 Flash,dollar_amount,"$13,209 million","$17,408 million",True,"This figure for unadjusted operating income is directly contradicted by the 'SUPPORTING DATA' section, which states the unadjusted operating income as $13,209 million.",high,5,10
FB_125_E7A2D24B,FB_125_E7A2D24B_H1,Gemini 2.5 Flash,dollar_amount,"$17,188 million","$22,497 million",True,"This figure for unadjusted operating income is directly contradicted by the 'SUPPORTING DATA' section, which states the unadjusted operating income as $13,209 million.",high,5,10
FB_126_3313FCA9,FB_126_3313FCA9_H3,Gemini 2.5 Flash,percentage,35.5%,27.2%,True,"This percentage is inconsistent with the provided 'Votes in favor' (475,408,619) and 'Total votes cast' (1,000,000,000). If these two figures were correct, the percentage in favor would be 47.54%. It is also inconsistent with the sum of 'Votes in favor' and 'Votes against' (1,223,681,462), which would yield 38.85%.",high,5,5
FB_126_3313FCA9,FB_126_3313FCA9_H2,Gemini 2.5 Flash,large_number,"355,000,000","475,408,619",True,"This figure, when combined with the stated 'Total votes cast' of 1,000,000,000, implies a 47.54% vote in favor, which contradicts the reported '27.2%' in favor. It also contributes to the overall internal inconsistency where the sum of votes (in favor + against + abstentions) does not equal the stated total votes cast.",high,5,5
FB_126_3313FCA9,FB_126_3313FCA9_H1,Gemini 2.5 Flash,large_number,"645,000,000","748,272,843",True,"This figure, when added to 'Votes in favor' (475,408,619) and 'Abstentions' (0), results in a total of 1,223,681,462 votes, which contradicts the stated 'Total votes cast' of 1,000,000,000.",high,5,5
FB_127_E1B380E5,FB_127_E1B380E5_H2,Gemini 2.5 Flash,dollar_amount,$1.5 billion,$1.0 billion,False,,,0,5
FB_127_E1B380E5,FB_127_E1B380E5_H1,Gemini 2.5 Flash,dollar_amount,$5.5 billion,$4.6 billion,False,,,0,5
FB_128_F410AC0E,FB_128_F410AC0E_H3,Gemini 2.5 Flash,dollar_amount,"$3,000 million","$4,150 million",True,"The conversion from $4,150 million should be $4.15 billion, not $3 billion. This is a significant mathematical inconsistency.",high,5,17
FB_128_F410AC0E,FB_128_F410AC0E_H2,Gemini 2.5 Flash,dollar_amount,"$41,173 million","$27,616 million",True,"The conversion from $27,616 million should be $27.616 billion, not $41.173 billion. This is a significant mathematical inconsistency.",high,5,17
FB_128_F410AC0E,FB_128_F410AC0E_H1,Gemini 2.5 Flash,dollar_amount,"$92,575 million","$107,506 million",True,"The conversion from $107,506 million should be $107.506 billion, not $92.575 billion. This is a significant mathematical inconsistency.",high,5,17
